CAS #,substance name,plant name,temperature,compartment,"half life
[day]",target class,chemical class,plant class,compartment class,cold storage
2921-88-2,chlorpyrifos,royal palm,26.4,heart,1.65,insecticide,organophosphate,forest trees,crop (interior),
2921-88-2,chlorpyrifos,spinach,17.1,leaf,3.95,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,spinach,17.1,leaf,4.61,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,spinach,17.1,leaf,11.78,insecticide,organophosphate,leafy crops,crop surface,
2921-88-2,chlorpyrifos,tomato,25,fruit surface,2.5,insecticide,organophosphate,vegetables,crop surface,
2921-88-2,chlorpyrifos,tomato,25,fruit,2.9,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,3.3,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,4.1,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,4.11,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,4.25,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,4.27,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,6.9,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,7.7,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,8.14,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,tomato,25,fruit,9.1,insecticide,organophosphate,vegetables,crop (interior),
2921-88-2,chlorpyrifos,turfgrass,16.6,leaf,1.98,insecticide,organophosphate,ornamentals,crop surface,
2921-88-2,chlorpyrifos,turfgrass,16.6,leaf,4.36,insecticide,organophosphate,ornamentals,crop surface,
2921-88-2,chlorpyrifos,turfgrass,16.6,leaf,7,insecticide,organophosphate,ornamentals,crop surface,
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,0.64,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,1.19,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,1.27,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,1.33,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,1.4,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,1.59,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,1.69,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,1.98,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,2.12,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,2.78,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,3.24,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,3.98,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,4.21,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,4.27,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,4.56,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,apple,21.4,fruit,4.69,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,balsam fir,16.6,leaf,1,insecticide,organophosphate,forest trees,crop surface,
5598-13-0,chlorpyrifos-methyl,coastal bermudagrass,22.1,leaf,2.4,insecticide,organophosphate,weeds,crop surface,
5598-13-0,chlorpyrifos-methyl,grape,23,fruit,1.28,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,grape,23,fruit,6.8,insecticide,organophosphate,fruits,crop (interior),
5598-13-0,chlorpyrifos-methyl,ponderosa pine,20,bark,15,insecticide,organophosphate,forest trees,crop surface,
5598-13-0,chlorpyrifos-methyl,ponderosa pine,20,bark,60,insecticide,organophosphate,forest trees,crop surface,
5598-13-0,chlorpyrifos-methyl,ponderosa pine,20,bark,103,insecticide,organophosphate,forest trees,crop surface,
5598-13-0,chlorpyrifos-methyl,ponderosa pine,20,bark,128,insecticide,organophosphate,forest trees,crop surface,
64902-72-3,chlorsulfuron,rigid ryegrass,17.9,shoot,0.17,herbicide,sulfonylurea,weeds,crop surface,
64902-72-3,chlorsulfuron,rigid ryegrass,17.9,root,0.54,herbicide,sulfonylurea,weeds,root,
84332-86-5,chlozolinate,grape,23,fruit,8.66,fungicide,oxazolidin,fruits,crop (interior),
84332-86-5,chlozolinate,grape,23,fruit,9.9,fungicide,oxazolidin,fruits,crop (interior),
84332-86-5,chlozolinate,grape,23,fruit,11.36,fungicide,oxazolidin,fruits,crop (interior),
84332-86-5,chlozolinate,grape,23,fruit,13.33,fungicide,oxazolidin,fruits,crop (interior),
84332-86-5,chlozolinate,grape,23,fruit,15.4,fungicide,oxazolidin,fruits,crop (interior),
84332-86-5,chlozolinate,tomato,25,fruit,7.45,fungicide,oxazolidin,vegetables,crop (interior),
25402-06-6,cinerin I,peach,23.5,fruit,2.2,insecticide,botanical insecticide,fruits,crop (interior),
25402-06-6,cinerin I,peach,23.5,fruit,5,insecticide,botanical insecticide,fruits,crop (interior),
121-20-0,cinerin II,peach,23.5,fruit,3.3,insecticide,botanical insecticide,fruits,crop (interior),
121-20-0,cinerin II,peach,23.5,fruit,3.8,insecticide,botanical insecticide,fruits,crop (interior),
1702-17-6,clopyralid,rapeseed,17.1,leaf,3.66,herbicide,pyridine,vegetables,crop surface,
1702-17-6,clopyralid,rapeseed,17.1,leaf,4.83,herbicide,pyridine,vegetables,crop surface,
1702-17-6,clopyralid,sugar beet,17.9,leaf,5.3,herbicide,pyridine,root crops,crop surface,
1702-17-6,clopyralid,turfgrass,16.6,leaf,6.66,herbicide,pyridine,ornamentals,crop surface,
210880-92-5,clothianidin,tea,23,leaf,4.07,insecticide,neonicotinoid,leafy crops,crop surface,
210880-92-5,clothianidin,tea,23,leaf,4.36,insecticide,neonicotinoid,leafy crops,crop surface,
210880-92-5,clothianidin,tea,23,leaf,4.49,insecticide,neonicotinoid,leafy crops,crop surface,
210880-92-5,clothianidin,tea,23,leaf,4.63,insecticide,neonicotinoid,leafy crops,crop surface,
210880-92-5,clothianidin,tomato,25,fruit,7,insecticide,neonicotinoid,vegetables,crop (interior),
210880-92-5,clothianidin,tomato,25,fruit,7,insecticide,neonicotinoid,vegetables,crop (interior),
210880-92-5,clothianidin,tomato,25,fruit,11.9,insecticide,neonicotinoid,vegetables,crop (interior),
1332-40-7,copper oxychloride ,potato,17.1,leaf,16.72,fungicide,inorganic compound,root crops,crop surface,
1332-40-7,copper oxychloride ,potato,17.1,leaf,17.71,fungicide,inorganic compound,root crops,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,2.51,herbicide,triazine,weeds,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,2.65,herbicide,triazine,weeds,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,3.07,herbicide,triazine,weeds,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,3.3,herbicide,triazine,weeds,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,3.35,herbicide,triazine,weeds,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,5.5,herbicide,triazine,weeds,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,5.55,herbicide,triazine,weeds,crop surface,
21725-46-2,cyanazine,grass,24.6,leaf,5.98,herbicide,triazine,weeds,crop surface,
13067-93-1,cyanofenphos,green bean,18.7,leaf,14,insecticide,organophosphate,vegetables,crop surface,
2636-26-2,cyanophos,green bean,18.7,leaf,1,insecticide,organophosphate,vegetables,crop surface,
736994-63-1,cyantraniliprole,cabbage,20.2,head,7.2,insecticide,diamide,leafy crops,crop surface,
736994-63-1,cyantraniliprole,cabbage,20.2,head,8.9,insecticide,diamide,leafy crops,crop surface,
736994-63-1,cyantraniliprole,rice,20.8,straw,3.5,insecticide,diamide,cereals,crop surface,
120116-88-3,cyazofamid,turfgrass,16.6,leaf,3,fungicide,cyanoimidazole,ornamentals,crop surface,
120116-88-3,cyazofamid,turfgrass,16.6,leaf,18,fungicide,cyanoimidazole,ornamentals,crop surface,
120116-88-3,cyazofamid,turfgrass,16.6,leaf,19,fungicide,cyanoimidazole,ornamentals,crop surface,
66-81-9,cycloheximide,cherry,23.4,fruit,0.98,fungicide,unclassified,fruits,crop (interior),
66-81-9,cycloheximide,cherry,23.4,fruit,1,fungicide,unclassified,fruits,crop (interior),
66-81-9,cycloheximide,cherry,23.4,fruit,1.2,fungicide,unclassified,fruits,crop (interior),
66-81-9,cycloheximide,cherry,23.4,fruit,1.26,fungicide,unclassified,fruits,crop (interior),
54460-46-7,cycloprate,apple,21.4,fruit,21,acaricide,unclassified,fruits,crop (interior),
54460-46-7,cycloprate,apple,21.4,fruit,23,acaricide,unclassified,fruits,crop (interior),
54460-46-7,cycloprate,apple,21.4,leaf,28,acaricide,unclassified,fruits,crop surface,
54460-46-7,cycloprate,orange,21.6,fruit,2,acaricide,unclassified,fruits,crop (interior),
54460-46-7,cycloprate,orange,21.6,leaf,8,acaricide,unclassified,fruits,crop surface,
68359-37-5,cyfluthrin,cabbage,20.2,head,0.86,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,cabbage,20.2,head,1.03,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,cabbage,20.2,head,2.01,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,cabbage,20.2,head,2.79,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,cabbage,20.2,leaf,5.3,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,cabbage,20.2,leaf,6.5,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,cauliflower,17.1,leaf,1.47,insecticide,pyrethroid,vegetables,crop surface,
68359-37-5,cyfluthrin,cauliflower,17.1,curd,1.91,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,cauliflower,17.1,leaf,1.91,insecticide,pyrethroid,vegetables,crop surface,
68359-37-5,cyfluthrin,cauliflower,17.1,curd,2.66,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,chickpea,17.9,fruit,3.34,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,chickpea,17.9,fruit,4.01,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,eggplant,21.4,fruit,1.39,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,eggplant,21.4,fruit,1.56,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,eggplant,21.4,fruit,1.74,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,eggplant,21.4,fruit,2.41,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,eggplant,21.4,fruit,4.65,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,eggplant,21.4,fruit,4.8,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,green bean,18.7,fruit,0.15,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,green bean,18.7,fruit,0.92,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,lettuce,17.1,head,1.6,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,lettuce,17.1,head,1.9,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,lettuce,17.1,head,3.1,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,lettuce,17.1,head,3.5,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,lettuce,17.1,head,3.9,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,lettuce,17.1,head,4.3,insecticide,pyrethroid,leafy crops,crop surface,
68359-37-5,cyfluthrin,mango,23.4,fruit,2.4,insecticide,pyrethroid,fruits,crop (interior),
68359-37-5,cyfluthrin,mango,23.4,fruit,2.6,insecticide,pyrethroid,fruits,crop (interior),
68359-37-5,cyfluthrin,mustard,17.1,leaf,4.2,insecticide,pyrethroid,herbs,crop surface,
68359-37-5,cyfluthrin,mustard,17.1,leaf,5,insecticide,pyrethroid,herbs,crop surface,
68359-37-5,cyfluthrin,okra,29.3,fruit,0.68,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,okra,29.3,fruit,0.91,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,okra,29.3,fruit,1.07,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,okra,29.3,fruit,1.54,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,pepper fruit,20.5,fruit,0.39,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,pepper fruit,20.5,fruit,1.45,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,1.21,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,1.4,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,1.61,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,1.71,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,1.76,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,1.8,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,1.9,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,2.05,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,2.07,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,tomato,25,fruit,2.18,insecticide,pyrethroid,vegetables,crop (interior),
68359-37-5,cyfluthrin,zucchini,15.9,fruit,1.42,insecticide,pyrethroid,vegetables,crop (interior),
122008-85-9,cyhalofop-butyl,cockspur grass,22.1,leaf,8.66,herbicide,aryloxyphenoxypropionate,weeds,crop surface,
122008-85-9,cyhalofop-butyl,rice,20.8,total,2.05,herbicide,aryloxyphenoxypropionate,cereals,n/a,
68085-85-8,cyhalothrin,apple,21.4,leaf,1.78,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,2.18,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,2.46,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,3.49,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,3.5,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,3.65,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,5.5,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,5.93,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,6.6,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,6.62,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,6.67,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,6.73,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,6.77,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,6.79,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,8.35,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,8.9,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,11.28,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,apple,21.4,leaf,19.86,insecticide,pyrethroid,fruits,crop surface,
68085-85-8,cyhalothrin,cabbage,20.2,head,1.6,insecticide,pyrethroid,leafy crops,crop surface,
68085-85-8,cyhalothrin,chickpea,17.9,fruit,3.7,insecticide,pyrethroid,vegetables,crop (interior),
68085-85-8,cyhalothrin,chickpea,17.9,fruit,3.7,insecticide,pyrethroid,vegetables,crop (interior),
68085-85-8,cyhalothrin,chinese cabbage,20.4,leaf,2.9,insecticide,pyrethroid,leafy crops,crop surface,
68085-85-8,cyhalothrin,lime,27.2,fruit,3.4,insecticide,pyrethroid,fruits,crop (interior),
68085-85-8,cyhalothrin,lime,27.2,fruit,3.4,insecticide,pyrethroid,fruits,crop (interior),
68085-85-8,cyhalothrin,pigeon pea,24.3,fruit,4.3,insecticide,pyrethroid,vegetables,crop (interior),
68085-85-8,cyhalothrin,pigeon pea,24.3,fruit,5,insecticide,pyrethroid,vegetables,crop (interior),
68085-85-8,cyhalothrin,tea,23,leaf,3.4,insecticide,pyrethroid,leafy crops,crop surface,
68085-85-8,cyhalothrin,tea,23,leaf,10.2,insecticide,pyrethroid,leafy crops,crop surface,
68085-85-8,cyhalothrin,tea,23,leaf,10.4,insecticide,pyrethroid,leafy crops,crop surface,
57966-95-7,cymoxanil,potato,17.1,tuber,1.08,fungicide,cyanoacetamide oxime,root crops,root,
57966-95-7,cymoxanil,potato,17.1,tuber,1.3,fungicide,cyanoacetamide oxime,root crops,root,
52315-07-8,cypermethrin,ber,27.2,fruit,10.6,insecticide,pyrethroid,fruits,crop (interior),
52315-07-8,cypermethrin,ber,27.2,fruit,12.8,insecticide,pyrethroid,fruits,crop (interior),
52315-07-8,cypermethrin,cabbage,20.2,head,1.97,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,cabbage,20.2,head,2.25,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,cabbage,20.2,head,2.3,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,cabbage,20.2,head,2.6,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,cabbage,20.2,leaf,13.1,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,cauliflower,17.1,curd,1.5,insecticide,pyrethroid,vegetables,crop (interior),
52315-07-8,cypermethrin,cauliflower,17.1,curd,2.1,insecticide,pyrethroid,vegetables,crop (interior),
52315-07-8,cypermethrin,cauliflower,17.1,head,2.79,insecticide,pyrethroid,vegetables,crop surface,
52315-07-8,cypermethrin,cauliflower,17.1,head,3.5,insecticide,pyrethroid,vegetables,crop surface,
52315-07-8,cypermethrin,cauliflower,17.1,head,3.63,insecticide,pyrethroid,vegetables,crop surface,
52315-07-8,cypermethrin,cauliflower,17.1,head,4.24,insecticide,pyrethroid,vegetables,crop surface,
52315-07-8,cypermethrin,chilli,24.3,fruit,1.32,insecticide,pyrethroid,vegetables,crop (interior),
52315-07-8,cypermethrin,chinese broccoli,17.1,leaf,2.5,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,chinese cabbage,20.4,leaf,2.9,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,chinese cabbage,20.4,leaf,3.5,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,chinese cabbage,20.4,leaf,4.9,insecticide,pyrethroid,leafy crops,crop surface,
52315-07-8,cypermethrin,cotton,29.6,leaf,0.69,insecticide,pyrethroid,other,crop surface,
52315-07-8,cypermethrin,cotton,29.6,leaf,0.71,insecticide,pyrethroid,other,crop surface,
52315-07-8,cypermethrin,cotton,29.6,leaf,3.7,insecticide,pyrethroid,other,crop surface,
52315-07-8,cypermethrin,cotton,29.6,leaf,4.6,insecticide,pyrethroid,other,crop surface,
52315-07-8,cypermethrin,cotton,29.6,leaf,5.8,insecticide,pyrethroid,other,crop surface,
52315-07-8,cypermethrin,cotton,29.6,leaf,7.9,insecticide,pyrethroid,other,crop surface,
52315-07-8,cypermethrin,cowpea,24.3,fruit,2.85,insecticide,pyrethroid,vegetables,crop (interior),
52315-07-8,cypermethrin,eggplant,21.4,fruit,1.16,insecticide,pyrethroid,vegetables,crop (interior),
52315-07-8,cypermethrin,eggplant,21.4,fruit,1.18,insecticide,pyrethroid,vegetables,crop (interior),
